start	end	size	type
0x01831a	0x01831b	1	identical
0x01831b	0x0183c9	174	divergent
0x0183c9	0x0183ca	1	identical
0x0183ca	0x018434	106	divergent
0x018434	0x018435	1	identical
0x018435	0x018447	18	divergent
0x018447	0x018448	1	identical
0x018448	0x01846f	39	divergent
0x01846f	0x018470	1	identical
0x018470	0x018490	32	divergent
0x018490	0x018491	1	identical
0x018491	0x0184d5	68	divergent
0x0184d5	0x0184d6	1	identical
0x0184d6	0x018512	60	divergent
0x018512	0x018513	1	identical
0x018513	0x018514	1	divergent
0x018514	0x018516	2	identical
0x018516	0x018534	30	divergent
0x018534	0x018535	1	identical
0x018535	0x01855c	39	divergent
0x01855c	0x01855d	1	identical
0x01855d	0x0185b8	91	divergent
0x0185b8	0x0185b9	1	identical
0x0185b9	0x0185bc	3	divergent
0x0185bc	0x0185bd	1	identical
0x0185bd	0x0185c0	3	divergent
0x0185c0	0x0185c1	1	identical
0x0185c1	0x0185fb	58	divergent
0x0185fb	0x0185fc	1	identical
0x0185fc	0x0186a1	165	divergent
0x0186a1	0x0186a2	1	identical
0x0186a2	0x0186a9	7	divergent
0x0186a9	0x0186aa	1	identical
0x0186aa	0x0186af	5	divergent
0x0186af	0x0186b0	1	identical
0x0186b0	0x0186b6	6	divergent
0x0186b6	0x0186b7	1	identical
0x0186b7	0x0186d6	31	divergent
0x0186d6	0x0186d7	1	identical
0x0186d7	0x0186de	7	divergent
0x0186de	0x0186df	1	identical
0x0186df	0x0186e4	5	divergent
0x0186e4	0x0186e5	1	identical
0x0186e5	0x018701	28	divergent
0x018701	0x018702	1	identical
0x018702	0x018737	53	divergent
0x018737	0x018738	1	identical
0x018738	0x018739	1	divergent
0x018739	0x01873a	1	identical
0x01873a	0x01873b	1	divergent
0x01873b	0x01873c	1	identical
0x01873c	0x018745	9	divergent
0x018745	0x018746	1	identical
0x018746	0x01874a	4	divergent
0x01874a	0x01874b	1	identical
0x01874b	0x01875a	15	divergent
0x01875a	0x01875b	1	identical
0x01875b	0x0187c6	107	divergent
0x0187c6	0x0187c7	1	identical
0x0187c7	0x0187cc	5	divergent
0x0187cc	0x0187cd	1	identical
0x0187cd	0x0187d3	6	divergent
0x0187d3	0x0187d4	1	identical
0x0187d4	0x0187d8	4	divergent
0x0187d8	0x0187d9	1	identical
0x0187d9	0x01880b	50	divergent
0x01880b	0x01880c	1	identical
0x01880c	0x01881d	17	divergent
0x01881d	0x01881e	1	identical
0x01881e	0x018835	23	divergent
0x018835	0x018836	1	identical
0x018836	0x01883a	4	divergent
0x01883a	0x01883b	1	identical
0x01883b	0x018843	8	divergent
0x018843	0x018844	1	identical
0x018844	0x018847	3	divergent
0x018847	0x018848	1	identical
0x018848	0x0188a1	89	divergent
0x0188a1	0x0188a2	1	identical
0x0188a2	0x0188a9	7	divergent
0x0188a9	0x0188ab	2	identical
0x0188ab	0x0188e4	57	divergent
0x0188e4	0x0188e5	1	identical
0x0188e5	0x01890a	37	divergent
0x01890a	0x01890b	1	identical
0x01890b	0x018936	43	divergent
0x018936	0x018937	1	identical
0x018937	0x01895d	38	divergent
0x01895d	0x01895e	1	identical
0x01895e	0x018969	11	divergent
0x018969	0x01896a	1	identical
0x01896a	0x0189fb	145	divergent
0x0189fb	0x0189fc	1	identical
0x0189fc	0x018a03	7	divergent
0x018a03	0x018a04	1	identical
0x018a04	0x018a56	82	divergent
0x018a56	0x018a57	1	identical
0x018a57	0x018a5e	7	divergent
0x018a5e	0x018a5f	1	identical
0x018a5f	0x018a6f	16	divergent
0x018a6f	0x018a70	1	identical
0x018a70	0x018a76	6	divergent
0x018a76	0x018a77	1	identical
0x018a77	0x018a8d	22	divergent
0x018a8d	0x018a8e	1	identical
0x018a8e	0x018ac8	58	divergent
0x018ac8	0x018ac9	1	identical
0x018ac9	0x018acc	3	divergent
0x018acc	0x018acd	1	identical
0x018acd	0x018ae2	21	divergent
0x018ae2	0x018ae4	2	identical
0x018ae4	0x018af2	14	divergent
0x018af2	0x018af3	1	identical
0x018af3	0x018b31	62	divergent
0x018b31	0x018b32	1	identical
0x018b32	0x018b50	30	divergent
0x018b50	0x018b51	1	identical
0x018b51	0x018bbe	109	divergent
0x018bbe	0x018bbf	1	identical
0x018bbf	0x018bd5	22	divergent
0x018bd5	0x018bd6	1	identical
0x018bd6	0x018bd7	1	divergent
0x018bd7	0x018bd8	1	identical
0x018bd8	0x018c6e	150	divergent
0x018c6e	0x018c6f	1	identical
0x018c6f	0x018c8c	29	divergent
0x018c8c	0x018c8d	1	identical
0x018c8d	0x018ca5	24	divergent
0x018ca5	0x018ca6	1	identical
0x018ca6	0x018ca7	1	divergent
0x018ca7	0x018ca8	1	identical
0x018ca8	0x018cb2	10	divergent
0x018cb2	0x018cb3	1	identical
0x018cb3	0x018d19	102	divergent
0x018d19	0x018d1a	1	identical
0x018d1a	0x018d23	9	divergent
0x018d23	0x018d24	1	identical
0x018d24	0x018d6e	74	divergent
0x018d6e	0x018d6f	1	identical
0x018d6f	0x018d7f	16	divergent
0x018d7f	0x018d80	1	identical
0x018d80	0x018d90	16	divergent
0x018d90	0x018d91	1	identical
0x018d91	0x018db5	36	divergent
0x018db5	0x018db6	1	identical
0x018db6	0x018df2	60	divergent
0x018df2	0x018df3	1	identical
0x018df3	0x018df9	6	divergent
0x018df9	0x018dfb	2	identical
0x018dfb	0x018e36	59	divergent
0x018e36	0x018e37	1	identical
0x018e37	0x018e39	2	divergent
0x018e39	0x018e3a	1	identical
0x018e3a	0x018e53	25	divergent
0x018e53	0x018e54	1	identical
0x018e54	0x018e64	16	divergent
0x018e64	0x018e65	1	identical
0x018e65	0x018e95	48	divergent
0x018e95	0x018e96	1	identical
0x018e96	0x018e99	3	divergent
0x018e99	0x018e9a	1	identical
0x018e9a	0x018ea7	13	divergent
0x018ea7	0x018ea8	1	identical
0x018ea8	0x018f1f	119	divergent
0x018f1f	0x018f20	1	identical
0x018f20	0x018f63	67	divergent
0x018f63	0x018f64	1	identical
0x018f64	0x018f72	14	divergent
0x018f72	0x018f73	1	identical
0x018f73	0x018f97	36	divergent
0x018f97	0x018f98	1	identical
0x018f98	0x018fe7	79	divergent
0x018fe7	0x018fe9	2	identical
0x018fe9	0x01901d	52	divergent
0x01901d	0x01901e	1	identical
0x01901e	0x019044	38	divergent
0x019044	0x019045	1	identical
0x019045	0x019060	27	divergent
0x019060	0x019061	1	identical
0x019061	0x0190a0	63	divergent
0x0190a0	0x0190a1	1	identical
0x0190a1	0x0190c3	34	divergent
0x0190c3	0x0190c4	1	identical
0x0190c4	0x0190e1	29	divergent
0x0190e1	0x0190e2	1	identical
0x0190e2	0x019114	50	divergent
0x019114	0x019115	1	identical
0x019115	0x019120	11	divergent
0x019120	0x019122	2	identical
0x019122	0x019136	20	divergent
0x019136	0x019137	1	identical
0x019137	0x019139	2	divergent
0x019139	0x01913a	1	identical
0x01913a	0x019162	40	divergent
0x019162	0x019163	1	identical
0x019163	0x01916a	7	divergent
0x01916a	0x01916b	1	identical
0x01916b	0x019170	5	divergent
0x019170	0x019172	2	identical
0x019172	0x019173	1	divergent
0x019173	0x019174	1	identical
0x019174	0x0191d6	98	divergent
0x0191d6	0x0191d7	1	identical
0x0191d7	0x019202	43	divergent
0x019202	0x019203	1	identical
0x019203	0x019236	51	divergent
0x019236	0x019237	1	identical
0x019237	0x01924c	21	divergent
0x01924c	0x01924d	1	identical
0x01924d	0x01925d	16	divergent
0x01925d	0x01925e	1	identical
0x01925e	0x019268	10	divergent
0x019268	0x019269	1	identical
0x019269	0x01926e	5	divergent
0x01926e	0x01926f	1	identical
0x01926f	0x0192bf	80	divergent
0x0192bf	0x0192c0	1	identical
0x0192c0	0x019309	73	divergent
0x019309	0x01930a	1	identical
0x01930a	0x019338	46	divergent
0x019338	0x01933b	3	identical
0x01933b	0x019344	9	divergent
0x019344	0x019345	1	identical
0x019345	0x01937a	53	divergent
0x01937a	0x01937b	1	identical
0x01937b	0x0193b9	62	divergent
0x0193b9	0x0193ba	1	identical
0x0193ba	0x0193d4	26	divergent
0x0193d4	0x0193d5	1	identical
0x0193d5	0x0193e0	11	divergent
0x0193e0	0x0193e1	1	identical
0x0193e1	0x0193f5	20	divergent
0x0193f5	0x0193f6	1	identical
0x0193f6	0x01943c	70	divergent
0x01943c	0x01943d	1	identical
0x01943d	0x0194d7	154	divergent
0x0194d7	0x0194d8	1	identical
0x0194d8	0x0194dc	4	divergent
0x0194dc	0x0194dd	1	identical
0x0194dd	0x01953c	95	divergent
0x01953c	0x01953d	1	identical
0x01953d	0x019586	73	divergent
0x019586	0x019587	1	identical
0x019587	0x01961a	147	divergent
0x01961a	0x01961b	1	identical
0x01961b	0x019646	43	divergent
0x019646	0x019647	1	identical
0x019647	0x019668	33	divergent
0x019668	0x019669	1	identical
0x019669	0x01968d	36	divergent
0x01968d	0x01968e	1	identical
0x01968e	0x01972e	160	divergent
0x01972e	0x01972f	1	identical
0x01972f	0x019752	35	divergent
0x019752	0x019753	1	identical
0x019753	0x019756	3	divergent
0x019756	0x019757	1	identical
0x019757	0x019772	27	divergent
0x019772	0x019773	1	identical
0x019773	0x01978d	26	divergent
0x01978d	0x01978e	1	identical
0x01978e	0x019792	4	divergent
0x019792	0x019793	1	identical
0x019793	0x0197a6	19	divergent
0x0197a6	0x0197a7	1	identical
0x0197a7	0x0197f4	77	divergent
0x0197f4	0x0197f5	1	identical
0x0197f5	0x019808	19	divergent
0x019808	0x019809	1	identical
0x019809	0x01982c	35	divergent
0x01982c	0x01982d	1	identical
0x01982d	0x019837	10	divergent
0x019837	0x019838	1	identical
0x019838	0x01986d	53	divergent
0x01986d	0x01986e	1	identical
0x01986e	0x0198a6	56	divergent
0x0198a6	0x0198a7	1	identical
0x0198a7	0x0198c2	27	divergent
0x0198c2	0x0198c3	1	identical
0x0198c3	0x019922	95	divergent
0x019922	0x019923	1	identical
0x019923	0x01992a	7	divergent
0x01992a	0x01992b	1	identical
0x01992b	0x01996b	64	divergent
0x01996b	0x01996c	1	identical
0x01996c	0x0199d6	106	divergent
0x0199d6	0x0199d7	1	identical
0x0199d7	0x0199e7	16	divergent
0x0199e7	0x0199e8	1	identical
0x0199e8	0x0199f4	12	divergent
0x0199f4	0x0199f5	1	identical
0x0199f5	0x019a18	35	divergent
0x019a18	0x019a19	1	identical
0x019a19	0x019a36	29	divergent
0x019a36	0x019a37	1	identical
0x019a37	0x019a5d	38	divergent
0x019a5d	0x019a5e	1	identical
0x019a5e	0x019aaa	76	divergent
0x019aaa	0x019aab	1	identical
0x019aab	0x019b08	93	divergent
0x019b08	0x019b09	1	identical
0x019b09	0x019b4d	68	divergent
0x019b4d	0x019b4e	1	identical
0x019b4e	0x019b61	19	divergent
0x019b61	0x019b62	1	identical
0x019b62	0x019b8f	45	divergent
0x019b8f	0x019b90	1	identical
0x019b90	0x019bdf	79	divergent
0x019bdf	0x019be0	1	identical
0x019be0	0x019bfe	30	divergent
0x019bfe	0x019bff	1	identical
0x019bff	0x019c87	136	divergent
0x019c87	0x019c88	1	identical
0x019c88	0x019c9d	21	divergent
0x019c9d	0x019c9e	1	identical
0x019c9e	0x019d42	164	divergent
0x019d42	0x019d44	2	identical
0x019d44	0x019d47	3	divergent
0x019d47	0x019d48	1	identical
0x019d48	0x019dd6	142	divergent
0x019dd6	0x019dd7	1	identical
0x019dd7	0x019de0	9	divergent
0x019de0	0x019de1	1	identical
0x019de1	0x019e23	66	divergent
0x019e23	0x019e24	1	identical
0x019e24	0x019eb1	141	divergent
0x019eb1	0x019eb2	1	identical
0x019eb2	0x019ec7	21	divergent
0x019ec7	0x019ec8	1	identical
0x019ec8	0x019ee2	26	divergent
0x019ee2	0x019ee3	1	identical
0x019ee3	0x019ef6	19	divergent
0x019ef6	0x019ef7	1	identical
0x019ef7	0x019f3a	67	divergent
0x019f3a	0x019f3b	1	identical
0x019f3b	0x019f4b	16	divergent
0x019f4b	0x019f4c	1	identical
0x019f4c	0x019fc9	125	divergent
0x019fc9	0x019fca	1	identical
0x019fca	0x01a045	123	divergent
0x01a045	0x01a046	1	identical
0x01a046	0x01a06e	40	divergent
0x01a06e	0x01a06f	1	identical
0x01a06f	0x01a07b	12	divergent
0x01a07b	0x01a07c	1	identical
0x01a07c	0x01a086	10	divergent
0x01a086	0x01a087	1	identical
0x01a087	0x01a0a0	25	divergent
0x01a0a0	0x01a0a1	1	identical
0x01a0a1	0x01a0d2	49	divergent
0x01a0d2	0x01a0d3	1	identical
0x01a0d3	0x01a111	62	divergent
0x01a111	0x01a112	1	identical
0x01a112	0x01a122	16	divergent
0x01a122	0x01a123	1	identical
0x01a123	0x01a12f	12	divergent
0x01a12f	0x01a130	1	identical
0x01a130	0x01a13a	10	divergent
0x01a13a	0x01a13b	1	identical
0x01a13b	0x01a165	42	divergent
0x01a165	0x01a166	1	identical
0x01a166	0x01a18e	40	divergent
0x01a18e	0x01a18f	1	identical
0x01a18f	0x01a1ad	30	divergent
0x01a1ad	0x01a1ae	1	identical
0x01a1ae	0x01a266	184	divergent
0x01a266	0x01a267	1	identical
0x01a267	0x01a290	41	divergent
0x01a290	0x01a291	1	identical
0x01a291	0x01a31a	137	divergent
0x01a31a	0x01a31b	1	identical
0x01a31b	0x01a33e	35	divergent
0x01a33e	0x01a33f	1	identical
0x01a33f	0x01a35c	29	divergent
0x01a35c	0x01a35d	1	identical
0x01a35d	0x01a366	9	divergent
0x01a366	0x01a367	1	identical
0x01a367	0x01a3a8	65	divergent
0x01a3a8	0x01a3a9	1	identical
0x01a3a9	0x01a3e4	59	divergent
0x01a3e4	0x01a3e5	1	identical
0x01a3e5	0x01a3f2	13	divergent
0x01a3f2	0x01a3f3	1	identical
0x01a3f3	0x01a3f4	1	divergent
0x01a3f4	0x01a3f6	2	identical
0x01a3f6	0x01a415	31	divergent
0x01a415	0x01a416	1	identical
0x01a416	0x01a422	12	divergent
0x01a422	0x01a423	1	identical
0x01a423	0x01a427	4	divergent
0x01a427	0x01a428	1	identical
0x01a428	0x01a447	31	divergent
0x01a447	0x01a448	1	identical
0x01a448	0x01a543	251	divergent
0x01a543	0x01a544	1	identical
0x01a544	0x01a591	77	divergent
0x01a591	0x01a592	1	identical
0x01a592	0x01a593	1	divergent
0x01a593	0x01a594	1	identical
0x01a594	0x01a5f0	92	divergent
0x01a5f0	0x01a5f1	1	identical
0x01a5f1	0x01a625	52	divergent
0x01a625	0x01a626	1	identical
0x01a626	0x01a6a4	126	divergent
0x01a6a4	0x01a6a5	1	identical
0x01a6a5	0x01a701	92	divergent
0x01a701	0x01a702	1	identical
0x01a702	0x01a71d	27	divergent
0x01a71d	0x01a71e	1	identical
0x01a71e	0x01a742	36	divergent
0x01a742	0x01a743	1	identical
0x01a743	0x01a7dd	154	divergent
0x01a7dd	0x01a7de	1	identical
0x01a7de	0x01a8b2	212	divergent
0x01a8b2	0x01a8b3	1	identical
0x01a8b3	0x01a8bc	9	divergent
0x01a8bc	0x01a8bd	1	identical
0x01a8bd	0x01a8bf	2	divergent
0x01a8bf	0x01a8c0	1	identical
0x01a8c0	0x01a8c2	2	divergent
0x01a8c2	0x01a8c3	1	identical
0x01a8c3	0x01a8d0	13	divergent
0x01a8d0	0x01a8d1	1	identical
0x01a8d1	0x01a8e0	15	divergent
0x01a8e0	0x01a8e1	1	identical
0x01a8e1	0x01a8e4	3	divergent
0x01a8e4	0x01a8e5	1	identical
0x01a8e5	0x01a900	27	divergent
0x01a900	0x01a901	1	identical
0x01a901	0x01a91c	27	divergent
0x01a91c	0x01a91d	1	identical
0x01a91d	0x01a956	57	divergent
0x01a956	0x01a957	1	identical
0x01a957	0x01a97b	36	divergent
0x01a97b	0x01a97c	1	identical
0x01a97c	0x01aa6b	239	divergent
0x01aa6b	0x01aa6c	1	identical
0x01aa6c	0x01aa8c	32	divergent
0x01aa8c	0x01aa8d	1	identical
0x01aa8d	0x01aabb	46	divergent
0x01aabb	0x01aabc	1	identical
0x01aabc	0x01aaea	46	divergent
0x01aaea	0x01aaeb	1	identical
0x01aaeb	0x01ab3e	83	divergent
0x01ab3e	0x01ab3f	1	identical
0x01ab3f	0x01ab54	21	divergent
0x01ab54	0x01ab55	1	identical
0x01ab55	0x01abc4	111	divergent
0x01abc4	0x01abc5	1	identical
0x01abc5	0x01ac5e	153	divergent
0x01ac5e	0x01ac5f	1	identical
0x01ac5f	0x01ac90	49	divergent
0x01ac90	0x01ac91	1	identical
0x01ac91	0x01ad06	117	divergent
0x01ad06	0x01ad07	1	identical
0x01ad07	0x01ad99	146	divergent
0x01ad99	0x01ad9a	1	identical
0x01ad9a	0x01ae50	182	divergent
0x01ae50	0x01ae51	1	identical
0x01ae51	0x01af16	197	divergent
0x01af16	0x01af17	1	identical
0x01af17	0x01af2a	19	divergent
0x01af2a	0x01af2b	1	identical
0x01af2b	0x01afc5	154	divergent
0x01afc5	0x01afc6	1	identical
0x01afc6	0x01afd6	16	divergent
0x01afd6	0x01afd7	1	identical
0x01afd7	0x01afda	3	divergent
0x01afda	0x01afdb	1	identical
0x01afdb	0x01afe7	12	divergent
0x01afe7	0x01afe8	1	identical
0x01afe8	0x01b07e	150	divergent
0x01b07e	0x01b07f	1	identical
0x01b07f	0x01b24a	459	divergent
0x01b24a	0x01b24b	1	identical
0x01b24b	0x01b26d	34	divergent
0x01b26d	0x01b26e	1	identical
0x01b26e	0x01b2ce	96	divergent
0x01b2ce	0x01b2cf	1	identical
0x01b2cf	0x01b344	117	divergent
0x01b344	0x01b345	1	identical
0x01b345	0x01b348	3	divergent
0x01b348	0x01b349	1	identical
0x01b349	0x01b357	14	divergent
0x01b357	0x01b358	1	identical
0x01b358	0x01b3e1	137	divergent
0x01b3e1	0x01b3e2	1	identical
0x01b3e2	0x01b3e3	1	divergent
0x01b3e3	0x01b3e4	1	identical
0x01b3e4	0x01b3f1	13	divergent
0x01b3f1	0x01b3f2	1	identical
0x01b3f2	0x01b3f5	3	divergent
0x01b3f5	0x01b3f6	1	identical
0x01b3f6	0x01b3fc	6	divergent
0x01b3fc	0x01b3fd	1	identical
0x01b3fd	0x01b40b	14	divergent
0x01b40b	0x01b40c	1	identical
0x01b40c	0x01b41f	19	divergent
0x01b41f	0x01b420	1	identical
0x01b420	0x01b4bc	156	divergent
0x01b4bc	0x01b4bd	1	identical
0x01b4bd	0x01b573	182	divergent
0x01b573	0x01b574	1	identical
0x01b574	0x01b5b9	69	divergent
0x01b5b9	0x01b5ba	1	identical
0x01b5ba	0x01b5d5	27	divergent
0x01b5d5	0x01b5d6	1	identical
0x01b5d6	0x01b642	108	divergent
0x01b642	0x01b643	1	identical
0x01b643	0x01b763	288	divergent
0x01b763	0x01b764	1	identical
0x01b764	0x01b78b	39	divergent
0x01b78b	0x01b78c	1	identical
0x01b78c	0x01b799	13	divergent
0x01b799	0x01b79a	1	identical
0x01b79a	0x01b7eb	81	divergent
0x01b7eb	0x01b7ec	1	identical
0x01b7ec	0x01b81e	50	divergent
0x01b81e	0x01b81f	1	identical
0x01b81f	0x01b8ab	140	divergent
0x01b8ab	0x01b8ac	1	identical
0x01b8ac	0x01b8c8	28	divergent
0x01b8c8	0x01b8c9	1	identical
0x01b8c9	0x01b95f	150	divergent
0x01b95f	0x01b960	1	identical
0x01b960	0x01b9a0	64	divergent
0x01b9a0	0x01b9a1	1	identical
0x01b9a1	0x01b9ae	13	divergent
0x01b9ae	0x01b9af	1	identical
0x01b9af	0x01b9be	15	divergent
0x01b9be	0x01b9bf	1	identical
0x01b9bf	0x01b9f2	51	divergent
0x01b9f2	0x01b9f4	2	identical
0x01b9f4	0x01baba	198	divergent
0x01baba	0x01babb	1	identical
0x01babb	0x01bac2	7	divergent
0x01bac2	0x01bac3	1	identical
0x01bac3	0x01bb37	116	divergent
0x01bb37	0x01bb38	1	identical
0x01bb38	0x01bb69	49	divergent
0x01bb69	0x01bb6a	1	identical
0x01bb6a	0x01bb94	42	divergent
0x01bb94	0x01bb95	1	identical
0x01bb95	0x01bcda	325	divergent
0x01bcda	0x01bcdc	2	identical
0x01bcdc	0x01bcee	18	divergent
0x01bcee	0x01bcf0	2	identical
0x01bcf0	0x01bd95	165	divergent
0x01bd95	0x01bd96	1	identical
0x01bd96	0x01bda1	11	divergent
0x01bda1	0x01bda2	1	identical
0x01bda2	0x01bdaa	8	divergent
0x01bdaa	0x01bdac	2	identical
0x01bdac	0x01bdae	2	divergent
0x01bdae	0x01bdb0	2	identical
0x01bdb0	0x01bdf3	67	divergent
0x01bdf3	0x01bdf4	1	identical
0x01bdf4	0x01be73	127	divergent
0x01be73	0x01be74	1	identical
0x01be74	0x01bed5	97	divergent
0x01bed5	0x01bed6	1	identical
0x01bed6	0x01bed7	1	divergent
0x01bed7	0x01bed8	1	identical
0x01bed8	0x01bee9	17	divergent
0x01bee9	0x01beea	1	identical
0x01beea	0x01bf65	123	divergent
0x01bf65	0x01bf66	1	identical
0x01bf66	0x01bfa7	65	divergent
0x01bfa7	0x01bfa8	1	identical
0x01bfa8	0x01bffe	86	divergent
0x01bffe	0x01bfff	1	identical
0x01bfff	0x01c000	1	divergent
0x01c000	0x01c001	1	identical
0x01c001	0x01c056	85	divergent
0x01c056	0x01c057	1	identical
0x01c057	0x01c05d	6	divergent
0x01c05d	0x01c05e	1	identical
0x01c05e	0x01c0df	129	divergent
0x01c0df	0x01c0e0	1	identical
0x01c0e0	0x01c0e2	2	divergent
0x01c0e2	0x01c0e4	2	identical
0x01c0e4	0x01c0f7	19	divergent
0x01c0f7	0x01c0f8	1	identical
0x01c0f8	0x01c122	42	divergent
0x01c122	0x01c123	1	identical
0x01c123	0x01c163	64	divergent
0x01c163	0x01c164	1	identical
0x01c164	0x01c165	1	divergent
0x01c165	0x01c166	1	identical
0x01c166	0x01c1ac	70	divergent
0x01c1ac	0x01c1ad	1	identical
0x01c1ad	0x01c1de	49	divergent
0x01c1de	0x01c1df	1	identical
0x01c1df	0x01c233	84	divergent
0x01c233	0x01c234	1	identical
0x01c234	0x01c247	19	divergent
0x01c247	0x01c248	1	identical
0x01c248	0x01c26a	34	divergent
0x01c26a	0x01c26b	1	identical
0x01c26b	0x01c2bd	82	divergent
0x01c2bd	0x01c2be	1	identical
0x01c2be	0x01c2e4	38	divergent
0x01c2e4	0x01c2e5	1	identical
0x01c2e5	0x01c363	126	divergent
0x01c363	0x01c364	1	identical
0x01c364	0x01c3ca	102	divergent
0x01c3ca	0x01c3cb	1	identical
0x01c3cb	0x01c487	188	divergent
0x01c487	0x01c488	1	identical
0x01c488	0x01c503	123	divergent
0x01c503	0x01c504	1	identical
0x01c504	0x01c548	68	divergent
0x01c548	0x01c549	1	identical
0x01c549	0x01c628	223	divergent
0x01c628	0x01c629	1	identical
0x01c629	0x01c62b	2	divergent
0x01c62b	0x01c62c	1	identical
0x01c62c	0x01c634	8	divergent
0x01c634	0x01c635	1	identical
0x01c635	0x01c6a2	109	divergent
0x01c6a2	0x01c6a3	1	identical
0x01c6a3	0x01c6f6	83	divergent
0x01c6f6	0x01c6f7	1	identical
0x01c6f7	0x01c727	48	divergent
0x01c727	0x01c728	1	identical
0x01c728	0x01c73c	20	divergent
0x01c73c	0x01c73d	1	identical
0x01c73d	0x01c77d	64	divergent
0x01c77d	0x01c77e	1	identical
0x01c77e	0x01c781	3	divergent
0x01c781	0x01c782	1	identical
0x01c782	0x01c7b6	52	divergent
0x01c7b6	0x01c7b7	1	identical
0x01c7b7	0x01c8d1	282	divergent
0x01c8d1	0x01c8d2	1	identical
0x01c8d2	0x01c93e	108	divergent
0x01c93e	0x01c93f	1	identical
0x01c93f	0x01c944	5	divergent
0x01c944	0x01c945	1	identical
0x01c945	0x01c9e2	157	divergent
0x01c9e2	0x01c9e3	1	identical
0x01c9e3	0x01ca20	61	divergent
0x01ca20	0x01ca21	1	identical
0x01ca21	0x01ca36	21	divergent
0x01ca36	0x01ca37	1	identical
0x01ca37	0x01ca3c	5	divergent
0x01ca3c	0x01ca3d	1	identical
0x01ca3d	0x01ca42	5	divergent
0x01ca42	0x01ca43	1	identical
0x01ca43	0x01cb71	302	divergent
0x01cb71	0x01cb72	1	identical
0x01cb72	0x01cb96	36	divergent
0x01cb96	0x01cb97	1	identical
0x01cb97	0x01cba5	14	divergent
0x01cba5	0x01cba6	1	identical
0x01cba6	0x01cbec	70	divergent
0x01cbec	0x01cbed	1	identical
0x01cbed	0x01cbfe	17	divergent
0x01cbfe	0x01cbff	1	identical
0x01cbff	0x01cc15	22	divergent
0x01cc15	0x01cc16	1	identical
0x01cc16	0x01cc59	67	divergent
0x01cc59	0x01cc5a	1	identical
0x01cc5a	0x01cca5	75	divergent
0x01cca5	0x01cca6	1	identical
0x01cca6	0x01ccf1	75	divergent
0x01ccf1	0x01ccf2	1	identical
0x01ccf2	0x01cd50	94	divergent
0x01cd50	0x01cd51	1	identical
0x01cd51	0x01cdcf	126	divergent
0x01cdcf	0x01cdd0	1	identical
0x01cdd0	0x01cdd1	1	divergent
0x01cdd1	0x01cdd2	1	identical
0x01cdd2	0x01cdea	24	divergent
0x01cdea	0x01cdeb	1	identical
0x01cdeb	0x01ce59	110	divergent
0x01ce59	0x01ce5a	1	identical
0x01ce5a	0x01ce77	29	divergent
0x01ce77	0x01ce78	1	identical
0x01ce78	0x01ceb8	64	divergent
0x01ceb8	0x01ceb9	1	identical
0x01ceb9	0x01cfb8	255	divergent
0x01cfb8	0x01cfb9	1	identical
0x01cfb9	0x01cfd1	24	divergent
0x01cfd1	0x01cfd2	1	identical
0x01cfd2	0x01d056	132	divergent
0x01d056	0x01d057	1	identical
0x01d057	0x01d0a1	74	divergent
0x01d0a1	0x01d0a2	1	identical
0x01d0a2	0x01d0cb	41	divergent
0x01d0cb	0x01d0cc	1	identical
0x01d0cc	0x01d162	150	divergent
0x01d162	0x01d163	1	identical
0x01d163	0x01d169	6	divergent
0x01d169	0x01d16a	1	identical
0x01d16a	0x01d1ab	65	divergent
0x01d1ab	0x01d1ac	1	identical
0x01d1ac	0x01d1d3	39	divergent
0x01d1d3	0x01d1d4	1	identical
0x01d1d4	0x01d243	111	divergent
0x01d243	0x01d244	1	identical
0x01d244	0x01d2cb	135	divergent
0x01d2cb	0x01d2cc	1	identical
0x01d2cc	0x01d309	61	divergent
0x01d309	0x01d30a	1	identical
0x01d30a	0x01d39e	148	divergent
0x01d39e	0x01d39f	1	identical
0x01d39f	0x01d3ba	27	divergent
0x01d3ba	0x01d3bb	1	identical
0x01d3bb	0x01d3bd	2	divergent
0x01d3bd	0x01d3be	1	identical
0x01d3be	0x01d3cc	14	divergent
0x01d3cc	0x01d3cd	1	identical
0x01d3cd	0x01d3ce	1	divergent
0x01d3ce	0x01d3d0	2	identical
0x01d3d0	0x01d3d1	1	divergent
0x01d3d1	0x01d3d4	3	identical
0x01d3d4	0x01d3d7	3	divergent
0x01d3d7	0x01d3d8	1	identical
0x01d3d8	0x01d3da	2	divergent
0x01d3da	0x01d3db	1	identical
0x01d3db	0x01d3e6	11	divergent
0x01d3e6	0x01d3e8	2	identical
0x01d3e8	0x01d441	89	divergent
0x01d441	0x01d442	1	identical
0x01d442	0x01d48a	72	divergent
0x01d48a	0x01d48b	1	identical
0x01d48b	0x01d4b1	38	divergent
0x01d4b1	0x01d4b2	1	identical
0x01d4b2	0x01d4b9	7	divergent
0x01d4b9	0x01d4ba	1	identical
0x01d4ba	0x01d4cf	21	divergent
0x01d4cf	0x01d4d0	1	identical
0x01d4d0	0x01d4d6	6	divergent
0x01d4d6	0x01d4d7	1	identical
0x01d4d7	0x01d4e2	11	divergent
0x01d4e2	0x01d4e3	1	identical
0x01d4e3	0x01d514	49	divergent
0x01d514	0x01d515	1	identical
0x01d515	0x01d542	45	divergent
0x01d542	0x01d543	1	identical
