start	end	size	type
0x00c549	0x00c54c	3	identical
0x00c54c	0x00c54d	1	divergent
0x00c54d	0x00c54e	1	identical
0x00c54e	0x00c551	3	divergent
0x00c551	0x00c552	1	identical
0x00c552	0x00c553	1	divergent
0x00c553	0x00c554	1	identical
0x00c554	0x00c555	1	divergent
0x00c555	0x00c556	1	identical
0x00c556	0x00c570	26	divergent
0x00c570	0x00c571	1	identical
0x00c571	0x00c58c	27	divergent
0x00c58c	0x00c58d	1	identical
0x00c58d	0x00c5c5	56	divergent
0x00c5c5	0x00c5c6	1	identical
0x00c5c6	0x00c5d6	16	divergent
0x00c5d6	0x00c5d8	2	identical
0x00c5d8	0x00c601	41	divergent
0x00c601	0x00c602	1	identical
0x00c602	0x00c618	22	divergent
0x00c618	0x00c619	1	identical
0x00c619	0x00c625	12	divergent
0x00c625	0x00c626	1	identical
0x00c626	0x00c627	1	divergent
0x00c627	0x00c628	1	identical
0x00c628	0x00c660	56	divergent
0x00c660	0x00c661	1	identical
0x00c661	0x00c6a8	71	divergent
0x00c6a8	0x00c6a9	1	identical
0x00c6a9	0x00c6af	6	divergent
0x00c6af	0x00c6b0	1	identical
0x00c6b0	0x00c6df	47	divergent
0x00c6df	0x00c6e0	1	identical
0x00c6e0	0x00c765	133	divergent
0x00c765	0x00c766	1	identical
0x00c766	0x00c772	12	divergent
0x00c772	0x00c774	2	identical
0x00c774	0x00c775	1	divergent
0x00c775	0x00c776	1	identical
0x00c776	0x00c7ac	54	divergent
0x00c7ac	0x00c7ae	2	identical
0x00c7ae	0x00c7bf	17	divergent
0x00c7bf	0x00c7c0	1	identical
0x00c7c0	0x00c7c1	1	divergent
0x00c7c1	0x00c7c2	1	identical
0x00c7c2	0x00c7d6	20	divergent
0x00c7d6	0x00c7d7	1	identical
0x00c7d7	0x00c7e1	10	divergent
0x00c7e1	0x00c7e2	1	identical
0x00c7e2	0x00c857	117	divergent
0x00c857	0x00c858	1	identical
0x00c858	0x00c86e	22	divergent
0x00c86e	0x00c86f	1	identical
0x00c86f	0x00c89f	48	divergent
0x00c89f	0x00c8a0	1	identical
0x00c8a0	0x00c8be	30	divergent
0x00c8be	0x00c8bf	1	identical
0x00c8bf	0x00c8d5	22	divergent
0x00c8d5	0x00c8d6	1	identical
0x00c8d6	0x00c8e8	18	divergent
0x00c8e8	0x00c8e9	1	identical
0x00c8e9	0x00c8f9	16	divergent
0x00c8f9	0x00c8fa	1	identical
0x00c8fa	0x00c90d	19	divergent
0x00c90d	0x00c90e	1	identical
0x00c90e	0x00c925	23	divergent
0x00c925	0x00c926	1	identical
0x00c926	0x00c991	107	divergent
0x00c991	0x00c992	1	identical
0x00c992	0x00c99d	11	divergent
0x00c99d	0x00c99e	1	identical
0x00c99e	0x00c9ad	15	divergent
0x00c9ad	0x00c9ae	1	identical
0x00c9ae	0x00c9be	16	divergent
0x00c9be	0x00c9c0	2	identical
0x00c9c0	0x00c9c1	1	divergent
0x00c9c1	0x00c9c2	1	identical
0x00c9c2	0x00c9d1	15	divergent
0x00c9d1	0x00c9d2	1	identical
0x00c9d2	0x00ca51	127	divergent
0x00ca51	0x00ca52	1	identical
0x00ca52	0x00ca68	22	divergent
0x00ca68	0x00ca69	1	identical
0x00ca69	0x00ca6a	1	divergent
0x00ca6a	0x00ca6b	1	identical
0x00ca6b	0x00ca7e	19	divergent
0x00ca7e	0x00ca7f	1	identical
0x00ca7f	0x00ca88	9	divergent
0x00ca88	0x00ca89	1	identical
0x00ca89	0x00caa0	23	divergent
0x00caa0	0x00caa1	1	identical
0x00caa1	0x00caaa	9	divergent
0x00caaa	0x00caab	1	identical
0x00caab	0x00cab3	8	divergent
0x00cab3	0x00cab4	1	identical
0x00cab4	0x00cb1d	105	divergent
0x00cb1d	0x00cb1e	1	identical
0x00cb1e	0x00cb34	22	divergent
0x00cb34	0x00cb35	1	identical
0x00cb35	0x00cc26	241	divergent
0x00cc26	0x00cc27	1	identical
0x00cc27	0x00cc8d	102	divergent
0x00cc8d	0x00cc8e	1	identical
0x00cc8e	0x00ccdf	81	divergent
0x00ccdf	0x00cce0	1	identical
0x00cce0	0x00cce1	1	divergent
0x00cce1	0x00cce4	3	identical
0x00cce4	0x00cce5	1	divergent
0x00cce5	0x00cce6	1	identical
0x00cce6	0x00cd31	75	divergent
0x00cd31	0x00cd32	1	identical
0x00cd32	0x00cd33	1	divergent
0x00cd33	0x00cd36	3	identical
0x00cd36	0x00cd37	1	divergent
0x00cd37	0x00cd3c	5	identical
0x00cd3c	0x00cd3d	1	divergent
0x00cd3d	0x00cd3e	1	identical
0x00cd3e	0x00cd3f	1	divergent
0x00cd3f	0x00cd42	3	identical
0x00cd42	0x00cd43	1	divergent
0x00cd43	0x00cd44	1	identical
0x00cd44	0x00cdad	105	divergent
0x00cdad	0x00cdae	1	identical
0x00cdae	0x00cdaf	1	divergent
0x00cdaf	0x00cdb2	3	identical
0x00cdb2	0x00cdb3	1	divergent
0x00cdb3	0x00cdb4	1	identical
0x00cdb4	0x00cdb5	1	divergent
0x00cdb5	0x00cdb6	1	identical
0x00cdb6	0x00cdb7	1	divergent
0x00cdb7	0x00cdb8	1	identical
0x00cdb8	0x00cdb9	1	divergent
0x00cdb9	0x00cdba	1	identical
0x00cdba	0x00cdbb	1	divergent
0x00cdbb	0x00cdbe	3	identical
0x00cdbe	0x00cdbf	1	divergent
0x00cdbf	0x00cdc0	1	identical
0x00cdc0	0x00cdc1	1	divergent
0x00cdc1	0x00cdc2	1	identical
0x00cdc2	0x00cdc3	1	divergent
0x00cdc3	0x00cdc4	1	identical
0x00cdc4	0x00cdc5	1	divergent
0x00cdc5	0x00cdca	5	identical
0x00cdca	0x00cdcb	1	divergent
0x00cdcb	0x00cdcc	1	identical
0x00cdcc	0x00ce10	68	divergent
0x00ce10	0x00ce12	2	identical
0x00ce12	0x00ce19	7	divergent
0x00ce19	0x00ce1a	1	identical
0x00ce1a	0x00ce1b	1	divergent
0x00ce1b	0x00ce1c	1	identical
0x00ce1c	0x00ce35	25	divergent
0x00ce35	0x00ce36	1	identical
0x00ce36	0x00ce37	1	divergent
0x00ce37	0x00ce38	1	identical
0x00ce38	0x00ce47	15	divergent
0x00ce47	0x00ce48	1	identical
0x00ce48	0x00ce69	33	divergent
0x00ce69	0x00ce6a	1	identical
0x00ce6a	0x00ce90	38	divergent
0x00ce90	0x00ce91	1	identical
0x00ce91	0x00ce94	3	divergent
0x00ce94	0x00ce96	2	identical
0x00ce96	0x00ce98	2	divergent
0x00ce98	0x00ce9c	4	identical
0x00ce9c	0x00ceb8	28	divergent
0x00ceb8	0x00ceba	2	identical
0x00ceba	0x00cec3	9	divergent
0x00cec3	0x00cec4	1	identical
0x00cec4	0x00cf03	63	divergent
0x00cf03	0x00cf04	1	identical
0x00cf04	0x00cf9b	151	divergent
0x00cf9b	0x00cf9c	1	identical
0x00cf9c	0x00cf9e	2	divergent
0x00cf9e	0x00cf9f	1	identical
0x00cf9f	0x00cfa6	7	divergent
0x00cfa6	0x00cfa7	1	identical
0x00cfa7	0x00d011	106	divergent
0x00d011	0x00d012	1	identical
0x00d012	0x00d065	83	divergent
0x00d065	0x00d066	1	identical
0x00d066	0x00d090	42	divergent
0x00d090	0x00d092	2	identical
0x00d092	0x00d09d	11	divergent
0x00d09d	0x00d09e	1	identical
0x00d09e	0x00d103	101	divergent
0x00d103	0x00d104	1	identical
0x00d104	0x00d160	92	divergent
0x00d160	0x00d161	1	identical
0x00d161	0x00d163	2	divergent
0x00d163	0x00d164	1	identical
0x00d164	0x00d169	5	divergent
0x00d169	0x00d16a	1	identical
0x00d16a	0x00d175	11	divergent
0x00d175	0x00d176	1	identical
0x00d176	0x00d1d1	91	divergent
0x00d1d1	0x00d1d2	1	identical
0x00d1d2	0x00d22a	88	divergent
0x00d22a	0x00d22b	1	identical
0x00d22b	0x00d22e	3	divergent
0x00d22e	0x00d22f	1	identical
0x00d22f	0x00d239	10	divergent
0x00d239	0x00d23a	1	identical
0x00d23a	0x00d23b	1	divergent
0x00d23b	0x00d23c	1	identical
0x00d23c	0x00d24d	17	divergent
0x00d24d	0x00d24e	1	identical
0x00d24e	0x00d25f	17	divergent
0x00d25f	0x00d260	1	identical
0x00d260	0x00d2a7	71	divergent
0x00d2a7	0x00d2a8	1	identical
0x00d2a8	0x00d2b5	13	divergent
0x00d2b5	0x00d2b6	1	identical
0x00d2b6	0x00d2f6	64	divergent
0x00d2f6	0x00d2f8	2	identical
0x00d2f8	0x00d2f9	1	divergent
0x00d2f9	0x00d2fa	1	identical
0x00d2fa	0x00d327	45	divergent
0x00d327	0x00d328	1	identical
0x00d328	0x00d333	11	divergent
0x00d333	0x00d334	1	identical
0x00d334	0x00d36c	56	divergent
0x00d36c	0x00d36d	1	identical
0x00d36d	0x00d39f	50	divergent
0x00d39f	0x00d3a0	1	identical
0x00d3a0	0x00d3a2	2	divergent
0x00d3a2	0x00d3a3	1	identical
0x00d3a3	0x00d40f	108	divergent
0x00d40f	0x00d410	1	identical
0x00d410	0x00d412	2	divergent
0x00d412	0x00d414	2	identical
0x00d414	0x00d43d	41	divergent
0x00d43d	0x00d43e	1	identical
0x00d43e	0x00d4a9	107	divergent
0x00d4a9	0x00d4aa	1	identical
0x00d4aa	0x00d4e2	56	divergent
0x00d4e2	0x00d4e3	1	identical
0x00d4e3	0x00d505	34	divergent
0x00d505	0x00d506	1	identical
0x00d506	0x00d514	14	divergent
0x00d514	0x00d515	1	identical
0x00d515	0x00d52a	21	divergent
0x00d52a	0x00d52b	1	identical
0x00d52b	0x00d52f	4	divergent
0x00d52f	0x00d530	1	identical
0x00d530	0x00d542	18	divergent
0x00d542	0x00d543	1	identical
0x00d543	0x00d568	37	divergent
0x00d568	0x00d569	1	identical
0x00d569	0x00d570	7	divergent
0x00d570	0x00d572	2	identical
0x00d572	0x00d59f	45	divergent
0x00d59f	0x00d5a0	1	identical
0x00d5a0	0x00d5a9	9	divergent
0x00d5a9	0x00d5ac	3	identical
0x00d5ac	0x00d5ad	1	divergent
0x00d5ad	0x00d5b4	7	identical
0x00d5b4	0x00d5de	42	divergent
0x00d5de	0x00d5df	1	identical
0x00d5df	0x00d5e8	9	divergent
0x00d5e8	0x00d5e9	1	identical
0x00d5e9	0x00d5f9	16	divergent
0x00d5f9	0x00d5fa	1	identical
0x00d5fa	0x00d60e	20	divergent
0x00d60e	0x00d60f	1	identical
0x00d60f	0x00d63b	44	divergent
0x00d63b	0x00d63c	1	identical
0x00d63c	0x00d703	199	divergent
0x00d703	0x00d705	2	identical
0x00d705	0x00d776	113	divergent
0x00d776	0x00d777	1	identical
0x00d777	0x00d78a	19	divergent
0x00d78a	0x00d78b	1	identical
0x00d78b	0x00d7e5	90	divergent
0x00d7e5	0x00d7e6	1	identical
0x00d7e6	0x00d832	76	divergent
0x00d832	0x00d833	1	identical
0x00d833	0x00d83a	7	divergent
0x00d83a	0x00d83b	1	identical
0x00d83b	0x00d883	72	divergent
0x00d883	0x00d884	1	identical
0x00d884	0x00d8e1	93	divergent
0x00d8e1	0x00d8e3	2	identical
0x00d8e3	0x00d8e7	4	divergent
0x00d8e7	0x00d8e8	1	identical
0x00d8e8	0x00d8ef	7	divergent
0x00d8ef	0x00d8f0	1	identical
0x00d8f0	0x00d931	65	divergent
0x00d931	0x00d932	1	identical
0x00d932	0x00d936	4	divergent
0x00d936	0x00d937	1	identical
0x00d937	0x00d973	60	divergent
0x00d973	0x00d974	1	identical
0x00d974	0x00d987	19	divergent
0x00d987	0x00d989	2	identical
0x00d989	0x00d9b1	40	divergent
0x00d9b1	0x00d9b2	1	identical
0x00d9b2	0x00d9bb	9	divergent
0x00d9bb	0x00d9bc	1	identical
0x00d9bc	0x00d9cd	17	divergent
0x00d9cd	0x00d9ce	1	identical
0x00d9ce	0x00d9dd	15	divergent
0x00d9dd	0x00d9de	1	identical
0x00d9de	0x00d9f4	22	divergent
0x00d9f4	0x00d9f6	2	identical
0x00d9f6	0x00d9f8	2	divergent
0x00d9f8	0x00d9fa	2	identical
0x00d9fa	0x00d9fb	1	divergent
0x00d9fb	0x00d9fc	1	identical
0x00d9fc	0x00d9fe	2	divergent
0x00d9fe	0x00da00	2	identical
0x00da00	0x00da16	22	divergent
0x00da16	0x00da17	1	identical
0x00da17	0x00da2e	23	divergent
0x00da2e	0x00da2f	1	identical
0x00da2f	0x00da31	2	divergent
0x00da31	0x00da32	1	identical
0x00da32	0x00da4a	24	divergent
0x00da4a	0x00da4c	2	identical
0x00da4c	0x00da52	6	divergent
0x00da52	0x00da53	1	identical
0x00da53	0x00da66	19	divergent
0x00da66	0x00da67	1	identical
0x00da67	0x00da6e	7	divergent
0x00da6e	0x00da70	2	identical
0x00da70	0x00da72	2	divergent
0x00da72	0x00da82	16	identical
0x00da82	0x00da84	2	divergent
0x00da84	0x00daae	42	identical
0x00daae	0x00dab0	2	divergent
0x00dab0	0x00dab8	8	identical
0x00dab8	0x00daba	2	divergent
0x00daba	0x00dabe	4	identical
0x00dabe	0x00dabf	1	divergent
0x00dabf	0x00dadc	29	identical
0x00dadc	0x00dadd	1	divergent
0x00dadd	0x00dafa	29	identical
0x00dafa	0x00dafb	1	divergent
0x00dafb	0x00db04	9	identical
0x00db04	0x00db06	2	divergent
0x00db06	0x00db0a	4	identical
0x00db0a	0x00db0b	1	divergent
0x00db0b	0x00db1a	15	identical
0x00db1a	0x00db1b	1	divergent
0x00db1b	0x00db22	7	identical
0x00db22	0x00db24	2	divergent
0x00db24	0x00db2e	10	identical
0x00db2e	0x00db2f	1	divergent
0x00db2f	0x00db34	5	identical
0x00db34	0x00db35	1	divergent
0x00db35	0x00db4c	23	identical
0x00db4c	0x00db4e	2	divergent
0x00db4e	0x00db60	18	identical
0x00db60	0x00db61	1	divergent
0x00db61	0x00db62	1	identical
0x00db62	0x00db64	2	divergent
0x00db64	0x00db68	4	identical
0x00db68	0x00db69	1	divergent
0x00db69	0x00db6a	1	identical
0x00db6a	0x00db6c	2	divergent
0x00db6c	0x00db7c	16	identical
0x00db7c	0x00db7e	2	divergent
0x00db7e	0x00db8c	14	identical
0x00db8c	0x00db8d	1	divergent
0x00db8d	0x00dba2	21	identical
0x00dba2	0x00dba3	1	divergent
0x00dba3	0x00dc16	115	identical
0x00dc16	0x00dc17	1	divergent
0x00dc17	0x00dc52	59	identical
0x00dc52	0x00dc53	1	divergent
0x00dc53	0x00dc7c	41	identical
0x00dc7c	0x00dc7e	2	divergent
0x00dc7e	0x00dc90	18	identical
0x00dc90	0x00dc92	2	divergent
0x00dc92	0x00dca0	14	identical
0x00dca0	0x00dca2	2	divergent
0x00dca2	0x00dcae	12	identical
0x00dcae	0x00dcaf	1	divergent
0x00dcaf	0x00dcb2	3	identical
0x00dcb2	0x00dcb3	1	divergent
0x00dcb3	0x00dcbe	11	identical
0x00dcbe	0x00dcbf	1	divergent
0x00dcbf	0x00dcd0	17	identical
0x00dcd0	0x00dcd1	1	divergent
0x00dcd1	0x00dcd2	1	identical
0x00dcd2	0x00dcd3	1	divergent
0x00dcd3	0x00dcd6	3	identical
0x00dcd6	0x00dcd8	2	divergent
0x00dcd8	0x00dcdc	4	identical
0x00dcdc	0x00dcdd	1	divergent
0x00dcdd	0x00dce6	9	identical
0x00dce6	0x00dce7	1	divergent
0x00dce7	0x00dcea	3	identical
0x00dcea	0x00dceb	1	divergent
0x00dceb	0x00dcfa	15	identical
0x00dcfa	0x00dcfb	1	divergent
0x00dcfb	0x00dd02	7	identical
0x00dd02	0x00dd03	1	divergent
0x00dd03	0x00dd06	3	identical
0x00dd06	0x00dd08	2	divergent
0x00dd08	0x00dd45	61	identical
0x00dd45	0x00dd6e	41	divergent
0x00dd6e	0x00dd6f	1	identical
0x00dd6f	0x00dd9c	45	divergent
0x00dd9c	0x00dd9d	1	identical
0x00dd9d	0x00ddc0	35	divergent
0x00ddc0	0x00ddc1	1	identical
0x00ddc1	0x00dde2	33	divergent
0x00dde2	0x00dde3	1	identical
0x00dde3	0x00de54	113	divergent
0x00de54	0x00de55	1	identical
0x00de55	0x00de70	27	divergent
0x00de70	0x00de71	1	identical
0x00de71	0x00dec4	83	divergent
0x00dec4	0x00dec5	1	identical
0x00dec5	0x00ded4	15	divergent
0x00ded4	0x00ded5	1	identical
0x00ded5	0x00def0	27	divergent
0x00def0	0x00def1	1	identical
0x00def1	0x00df70	127	divergent
0x00df70	0x00df71	1	identical
0x00df71	0x00df77	6	divergent
0x00df77	0x00df78	1	identical
0x00df78	0x00df7b	3	divergent
0x00df7b	0x00df7c	1	identical
0x00df7c	0x00df7f	3	divergent
0x00df7f	0x00df80	1	identical
0x00df80	0x00df83	3	divergent
0x00df83	0x00df84	1	identical
0x00df84	0x00df86	2	divergent
0x00df86	0x00df88	2	identical
0x00df88	0x00df8b	3	divergent
0x00df8b	0x00df8c	1	identical
0x00df8c	0x00df8f	3	divergent
0x00df8f	0x00df90	1	identical
0x00df90	0x00df93	3	divergent
0x00df93	0x00df94	1	identical
0x00df94	0x00df96	2	divergent
0x00df96	0x00df98	2	identical
0x00df98	0x00df9f	7	divergent
0x00df9f	0x00dfa0	1	identical
0x00dfa0	0x00dfa1	1	divergent
0x00dfa1	0x00dfa2	1	identical
0x00dfa2	0x00dfb1	15	divergent
0x00dfb1	0x00dfb2	1	identical
0x00dfb2	0x00dfc3	17	divergent
0x00dfc3	0x00dfc4	1	identical
0x00dfc4	0x00dfee	42	divergent
0x00dfee	0x00dff0	2	identical
0x00dff0	0x00dff1	1	divergent
0x00dff1	0x00dff2	1	identical
0x00dff2	0x00e020	46	divergent
0x00e020	0x00e022	2	identical
0x00e022	0x00e023	1	divergent
0x00e023	0x00e024	1	identical
0x00e024	0x00e0c6	162	divergent
0x00e0c6	0x00e0c8	2	identical
0x00e0c8	0x00e0db	19	divergent
0x00e0db	0x00e0dc	1	identical
0x00e0dc	0x00e11f	67	divergent
0x00e11f	0x00e120	1	identical
0x00e120	0x00e12c	12	divergent
0x00e12c	0x00e12d	1	identical
0x00e12d	0x00e15b	46	divergent
0x00e15b	0x00e15c	1	identical
0x00e15c	0x00e15f	3	divergent
0x00e15f	0x00e160	1	identical
0x00e160	0x00e167	7	divergent
0x00e167	0x00e168	1	identical
0x00e168	0x00e16a	2	divergent
0x00e16a	0x00e16c	2	identical
0x00e16c	0x00e171	5	divergent
0x00e171	0x00e172	1	identical
0x00e172	0x00e17b	9	divergent
0x00e17b	0x00e17c	1	identical
0x00e17c	0x00e19c	32	divergent
0x00e19c	0x00e19d	1	identical
0x00e19d	0x00e1df	66	divergent
0x00e1df	0x00e1e0	1	identical
0x00e1e0	0x00e274	148	divergent
0x00e274	0x00e275	1	identical
0x00e275	0x00e27b	6	divergent
0x00e27b	0x00e27c	1	identical
0x00e27c	0x00e2b9	61	divergent
0x00e2b9	0x00e2ba	1	identical
0x00e2ba	0x00e331	119	divergent
0x00e331	0x00e332	1	identical
0x00e332	0x00e33a	8	divergent
0x00e33a	0x00e33b	1	identical
0x00e33b	0x00e3a3	104	divergent
0x00e3a3	0x00e3a4	1	identical
0x00e3a4	0x00e3ce	42	divergent
0x00e3ce	0x00e3cf	1	identical
0x00e3cf	0x00e3fc	45	divergent
0x00e3fc	0x00e3fd	1	identical
0x00e3fd	0x00e401	4	divergent
0x00e401	0x00e402	1	identical
0x00e402	0x00e407	5	divergent
0x00e407	0x00e40f	8	identical
0x00e40f	0x00e410	1	divergent
0x00e410	0x00e411	1	identical
0x00e411	0x00e412	1	divergent
0x00e412	0x00e41a	8	identical
0x00e41a	0x00e420	6	divergent
0x00e420	0x00e421	1	identical
0x00e421	0x00e428	7	divergent
0x00e428	0x00e42a	2	identical
0x00e42a	0x00e43d	19	divergent
0x00e43d	0x00e43e	1	identical
0x00e43e	0x00e47c	62	divergent
0x00e47c	0x00e47d	1	identical
0x00e47d	0x00e49a	29	divergent
0x00e49a	0x00e49b	1	identical
0x00e49b	0x00e4be	35	divergent
0x00e4be	0x00e4c0	2	identical
0x00e4c0	0x00e4c9	9	divergent
0x00e4c9	0x00e4ca	1	identical
0x00e4ca	0x00e4dd	19	divergent
0x00e4dd	0x00e4de	1	identical
0x00e4de	0x00e4fb	29	divergent
0x00e4fb	0x00e4fd	2	identical
0x00e4fd	0x00e4fe	1	divergent
0x00e4fe	0x00e500	2	identical
0x00e500	0x00e503	3	divergent
0x00e503	0x00e504	1	identical
0x00e504	0x00e507	3	divergent
0x00e507	0x00e508	1	identical
0x00e508	0x00e569	97	divergent
0x00e569	0x00e56a	1	identical
0x00e56a	0x00e57f	21	divergent
0x00e57f	0x00e580	1	identical
0x00e580	0x00e581	1	divergent
0x00e581	0x00e582	1	identical
0x00e582	0x00e598	22	divergent
0x00e598	0x00e599	1	identical
0x00e599	0x00e5bc	35	divergent
0x00e5bc	0x00e5bd	1	identical
0x00e5bd	0x00e5f5	56	divergent
0x00e5f5	0x00e5f6	1	identical
0x00e5f6	0x00e633	61	divergent
0x00e633	0x00e634	1	identical
0x00e634	0x00e635	1	divergent
0x00e635	0x00e636	1	identical
0x00e636	0x00e682	76	divergent
0x00e682	0x00e683	1	identical
0x00e683	0x00e693	16	divergent
0x00e693	0x00e694	1	identical
0x00e694	0x00e6ec	88	divergent
0x00e6ec	0x00e6ed	1	identical
0x00e6ed	0x00e6f9	12	divergent
0x00e6f9	0x00e6fa	1	identical
0x00e6fa	0x00e70f	21	divergent
0x00e70f	0x00e710	1	identical
0x00e710	0x00e711	1	divergent
0x00e711	0x00e712	1	identical
0x00e712	0x00e727	21	divergent
0x00e727	0x00e728	1	identical
0x00e728	0x00e72a	2	divergent
0x00e72a	0x00e72c	2	identical
0x00e72c	0x00e781	85	divergent
0x00e781	0x00e782	1	identical
0x00e782	0x00e7c9	71	divergent
0x00e7c9	0x00e7ca	1	identical
0x00e7ca	0x00e7cb	1	divergent
0x00e7cb	0x00e7cc	1	identical
0x00e7cc	0x00e7d8	12	divergent
0x00e7d8	0x00e7d9	1	identical
0x00e7d9	0x00e80e	53	divergent
0x00e80e	0x00e80f	1	identical
0x00e80f	0x00e812	3	divergent
0x00e812	0x00e813	1	identical
0x00e813	0x00e838	37	divergent
0x00e838	0x00e83a	2	identical
0x00e83a	0x00e83c	2	divergent
0x00e83c	0x00e83d	1	identical
0x00e83d	0x00e842	5	divergent
0x00e842	0x00e843	1	identical
0x00e843	0x00e85e	27	divergent
0x00e85e	0x00e85f	1	identical
0x00e85f	0x00e891	50	divergent
0x00e891	0x00e892	1	identical
0x00e892	0x00e898	6	divergent
0x00e898	0x00e89a	2	identical
0x00e89a	0x00e8a6	12	divergent
0x00e8a6	0x00e8a7	1	identical
0x00e8a7	0x00e8d4	45	divergent
0x00e8d4	0x00e8d5	1	identical
0x00e8d5	0x00e8fc	39	divergent
0x00e8fc	0x00e8fd	1	identical
0x00e8fd	0x00e904	7	divergent
0x00e904	0x00e905	1	identical
0x00e905	0x00e944	63	divergent
0x00e944	0x00e946	2	identical
0x00e946	0x00e96e	40	divergent
0x00e96e	0x00e970	2	identical
0x00e970	0x00e97d	13	divergent
0x00e97d	0x00e97e	1	identical
0x00e97e	0x00e983	5	divergent
0x00e983	0x00e984	1	identical
0x00e984	0x00e98b	7	divergent
0x00e98b	0x00e98c	1	identical
0x00e98c	0x00e9b3	39	divergent
0x00e9b3	0x00e9b4	1	identical
0x00e9b4	0x00ea32	126	divergent
0x00ea32	0x00ea33	1	identical
0x00ea33	0x00ea4c	25	divergent
0x00ea4c	0x00ea4e	2	identical
0x00ea4e	0x00ea59	11	divergent
0x00ea59	0x00ea5a	1	identical
0x00ea5a	0x00eb16	188	divergent
0x00eb16	0x00eb17	1	identical
0x00eb17	0x00eb27	16	divergent
0x00eb27	0x00eb28	1	identical
0x00eb28	0x00eb2c	4	divergent
0x00eb2c	0x00eb2e	2	identical
0x00eb2e	0x00eb3a	12	divergent
0x00eb3a	0x00eb3b	1	identical
0x00eb3b	0x00eb40	5	divergent
0x00eb40	0x00eb42	2	identical
0x00eb42	0x00eb6c	42	divergent
0x00eb6c	0x00eb6d	1	identical
0x00eb6d	0x00ebba	77	divergent
0x00ebba	0x00ebbb	1	identical
0x00ebbb	0x00ebca	15	divergent
0x00ebca	0x00ebcb	1	identical
0x00ebcb	0x00ebe2	23	divergent
0x00ebe2	0x00ebe4	2	identical
0x00ebe4	0x00ec16	50	divergent
0x00ec16	0x00ec17	1	identical
0x00ec17	0x00ec3a	35	divergent
0x00ec3a	0x00ec3b	1	identical
0x00ec3b	0x00ec6e	51	divergent
0x00ec6e	0x00ec6f	1	identical
0x00ec6f	0x00ec82	19	divergent
0x00ec82	0x00ec83	1	identical
0x00ec83	0x00ec96	19	divergent
0x00ec96	0x00ec97	1	identical
0x00ec97	0x00ec9c	5	divergent
0x00ec9c	0x00ec9d	1	identical
0x00ec9d	0x00ecd9	60	divergent
0x00ecd9	0x00ecda	1	identical
0x00ecda	0x00ed4a	112	divergent
0x00ed4a	0x00ed4b	1	identical
0x00ed4b	0x00edc2	119	divergent
0x00edc2	0x00edc3	1	identical
0x00edc3	0x00eddd	26	divergent
0x00eddd	0x00edde	1	identical
0x00edde	0x00ede8	10	divergent
0x00ede8	0x00ede9	1	identical
0x00ede9	0x00edf8	15	divergent
0x00edf8	0x00edf9	1	identical
0x00edf9	0x00ee10	23	divergent
0x00ee10	0x00ee12	2	identical
0x00ee12	0x00ee37	37	divergent
0x00ee37	0x00ee38	1	identical
0x00ee38	0x00ee67	47	divergent
0x00ee67	0x00ee68	1	identical
0x00ee68	0x00ee89	33	divergent
0x00ee89	0x00ee8a	1	identical
0x00ee8a	0x00ef08	126	divergent
0x00ef08	0x00ef09	1	identical
0x00ef09	0x00ef1d	20	divergent
0x00ef1d	0x00ef1e	1	identical
0x00ef1e	0x00ef20	2	divergent
0x00ef20	0x00ef22	2	identical
0x00ef22	0x00ef2b	9	divergent
0x00ef2b	0x00ef2c	1	identical
0x00ef2c	0x00ef2d	1	divergent
0x00ef2d	0x00ef2e	1	identical
0x00ef2e	0x00ef34	6	divergent
0x00ef34	0x00ef36	2	identical
0x00ef36	0x00ef73	61	divergent
0x00ef73	0x00ef78	5	identical
0x00ef78	0x00ef79	1	divergent
0x00ef79	0x00ef7b	2	identical
0x00ef7b	0x00ef9d	34	divergent
0x00ef9d	0x00ef9e	1	identical
0x00ef9e	0x00efc9	43	divergent
0x00efc9	0x00efca	1	identical
0x00efca	0x00eff5	43	divergent
0x00eff5	0x00eff6	1	identical
0x00eff6	0x00f01f	41	divergent
0x00f01f	0x00f020	1	identical
0x00f020	0x00f02e	14	divergent
0x00f02e	0x00f02f	1	identical
0x00f02f	0x00f064	53	divergent
0x00f064	0x00f065	1	identical
0x00f065	0x00f093	46	divergent
0x00f093	0x00f094	1	identical
0x00f094	0x00f0c4	48	divergent
0x00f0c4	0x00f0ca	6	identical
0x00f0ca	0x00f0cb	1	divergent
0x00f0cb	0x00f0cc	1	identical
0x00f0cc	0x00f0e4	24	divergent
0x00f0e4	0x00f0e8	4	identical
0x00f0e8	0x00f0f6	14	divergent
0x00f0f6	0x00f0f7	1	identical
0x00f0f7	0x00f100	9	divergent
0x00f100	0x00f104	4	identical
0x00f104	0x00f113	15	divergent
0x00f113	0x00f114	1	identical
0x00f114	0x00f149	53	divergent
0x00f149	0x00f14a	1	identical
0x00f14a	0x00f195	75	divergent
0x00f195	0x00f196	1	identical
0x00f196	0x00f197	1	divergent
0x00f197	0x00f19b	4	identical
0x00f19b	0x00f19e	3	divergent
0x00f19e	0x00f19f	1	identical
0x00f19f	0x00f1ce	47	divergent
0x00f1ce	0x00f1cf	1	identical
0x00f1cf	0x00f1e3	20	divergent
0x00f1e3	0x00f1e4	1	identical
0x00f1e4	0x00f1eb	7	divergent
